5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
31,70,186,351,194,65,23,30,29,22,31,34,59,68,41,23,14,5,4
40,64,203,406,201,59,26,32,36,23,31,39,66,73,52,27,15,11,4
29,62,194,347,168,58,35,41,31,29,37,39,70,76,30,16,13,12,8
35,55,155,318,166,51,43,34,40,21,25,34,52,59,31,21,8,13,5
33,44,121,243,139,48,35,44,34,37,27,35,44,52,27,21,16,10,7
17,13,30,36,42,34,27,34,24,25,24,29,20,23,9,9,8,4,4
18,10,10,17,35,39,30,33,27,22,18,9,15,19,8,8,7,5,3
